key,fare_amount
2015-01-27 13:08:24.0000002,10.4797479240915
2015-01-27 13:08:24.0000003,10.4686526812624
2011-10-08 11:53:44.0000002,5.04614791009961
2012-12-01 21:12:12.0000002,8.48190241626648
2012-12-01 21:12:12.0000003,14.3003744589828
2012-12-01 21:12:12.0000005,9.61052230539957
2011-10-06 12:10:20.0000001,5.56043903040726
2011-10-06 12:10:20.0000003,47.4287106134373
2011-10-06 12:10:20.0000002,11.508733385457
2014-02-18 15:22:20.0000002,6.24200371447142
2014-02-18 15:22:20.0000003,10.4686526812624
2014-02-18 15:22:20.0000001,16.9444924512673
2010-03-29 20:20:32.0000002,5.05695462883362
2010-03-29 20:20:32.0000001,6.93840130645317
2011-10-06 03:59:12.0000002,8.12830313050332
2011-10-06 03:59:12.0000001,12.1598948815057
2012-07-15 16:45:04.0000006,5.04614791009961
2012-07-15 16:45:04.0000002,8.86305472699732
2012-07-15 16:45:04.0000003,5.07773527285465
2012-07-15 16:45:04.0000004,5.04614791009961
2014-10-29 02:09:56.0000001,8.09484804567889
2014-06-14 13:39:00.00000010,8.69733466875583
2014-06-14 13:39:00.00000060,7.5102176195727
2014-06-14 13:39:00.00000087,9.25322580207721
2014-06-14 13:39:00.00000050,19.0218221903875
2014-06-14 13:39:00.0000003,6.56192558723985
2014-06-14 13:39:00.000000158,39.9273985263854
2014-06-14 13:39:00.00000015,24.0406833926318
2014-06-14 13:39:00.00000073,5.85362864285936
2014-06-14 13:39:00.00000077,15.7066304184802
2014-06-14 13:39:00.000000145,10.7802481007069
2014-06-14 13:39:00.00000079,6.75448100613617
2014-06-14 13:39:00.000000121,5.57510113430524
2014-06-14 13:39:00.00000021,11.5360927603282
2014-06-14 13:39:00.0000005,9.49055879820864
2014-06-14 13:39:00.000000165,8.19228099846094
2014-06-14 13:39:00.000000184,6.45895602478702
2014-06-14 13:39:00.00000059,6.4461037431866
2014-06-14 13:39:00.00000070,8.23774554526164
2014-06-14 13:39:00.00000068,4.7401317301451
2014-06-14 13:39:00.000000133,19.9081585019509
2014-06-14 13:39:00.000000128,11.0798086069891
2014-06-14 13:39:00.000000136,19.42474667781
2014-06-14 13:39:00.00000017,10.3932458834243
2014-06-14 13:39:00.000000111,5.08919693137864
2014-06-14 13:39:00.000000115,12.1063715540115
2014-06-14 13:39:00.000000168,5.34168303274653
2014-06-14 13:39:00.00000031,6.89260502129894
2014-06-14 13:39:00.000000116,6.4461037431866
2014-06-14 13:39:00.00000051,5.08919693137864
2014-06-14 13:39:00.000000193,12.3515103925893
2014-06-14 13:39:00.000000132,12.88583619116
2014-06-14 13:39:00.000000167,20.1674348646242
2014-06-14 13:39:00.00000044,6.24666752505502
2014-06-14 13:39:00.000000138,7.5102176195727
2014-06-14 13:39:00.00000066,15.8316744657562
2014-06-14 13:39:00.00000063,12.8239484856769
2014-06-14 13:39:00.000000154,10.3932458834243
2014-06-14 13:39:00.00000097,13.3363468515054
2014-06-14 13:39:00.00000067,13.442419241843
2014-06-14 13:39:00.000000179,7.5102176195727
2014-06-14 13:39:00.00000092,11.4505742184735
2014-06-14 13:39:00.00000029,5.12078429413367
2014-06-14 13:39:00.000000177,5.17807018539081
2014-06-14 13:39:00.000000192,7.81870306759767
2014-06-14 13:39:00.000000181,7.19770745083362
2014-06-14 13:39:00.000000120,11.5538921930947
2014-06-14 13:39:00.0000008,5.77527887199716
2014-06-14 13:39:00.000000103,5.08919693137864
2014-06-14 13:39:00.00000049,18.6158382394783
2014-06-14 13:39:00.000000108,7.42652371323113
2014-06-14 13:39:00.00000072,5.08919693137864
2014-06-14 13:39:00.000000182,11.7993856280602
2014-06-14 13:39:00.00000061,7.5102176195727
2014-06-14 13:39:00.00000093,10.438086253465
2014-06-14 13:39:00.000000170,11.8513957609845
2014-06-14 13:39:00.000000147,46.3433430269241
2014-06-14 13:39:00.000000140,5.08919693137864
2014-06-14 13:39:00.000000159,4.72965772290604
2014-06-14 13:39:00.00000012,4.78359651115354
2014-06-14 13:39:00.00000025,6.4461037431866
2014-06-14 13:39:00.000000156,5.580208145483
2014-06-14 13:39:00.000000152,7.78688492265224
2014-06-14 13:39:00.000000129,10.3969979048185
2014-06-14 13:39:00.000000119,19.1556132440082
2014-06-14 13:39:00.000000118,6.46720905123056
2014-06-14 13:39:00.00000076,5.08919693137864
2014-06-14 13:39:00.000000135,7.5102176195727
2014-06-14 13:39:00.00000023,17.9121070797603
2014-06-14 13:39:00.00000082,10.7426674848221
2014-06-14 13:39:00.000000125,11.5435953348073
2014-06-14 13:39:00.00000075,9.50592500546137
